call_id,call_date,organizer_email,duration_minutes,participant_count,call_type,department
TEAMS-010647,2020-06-25 13:16:00,U0137@acmecorp.com,72,5,screen_share,Engineering
TEAMS-010648,2020-06-25 14:31:00,U0096@acmecorp.com,42,3,video,Sales
TEAMS-010649,2020-06-25 14:25:00,U0036@acmecorp.com,39,3,audio,Sales
TEAMS-010650,2020-06-25 10:08:00,U0179@acmecorp.com,50,5,screen_share,IT
TEAMS-010651,2020-06-25 16:35:00,U0176@acmecorp.com,35,3,video,Sales
TEAMS-010652,2020-06-25 13:02:00,U0003@acmecorp.com,6,2,video,Finance
TEAMS-010653,2020-06-25 13:29:00,U0036@acmecorp.com,12,4,audio,Sales
TEAMS-010654,2020-06-25 15:12:00,U0117@acmecorp.com,26,2,audio,IT
TEAMS-010655,2020-06-26 16:55:00,U0020@acmecorp.com,11,4,screen_share,Engineering
TEAMS-010656,2020-06-26 11:08:00,U0190@acmecorp.com,60,3,video,Operations
TEAMS-010657,2020-06-26 08:35:00,U0032@acmecorp.com,5,2,video,Human Resources
TEAMS-010658,2020-06-26 14:42:00,U0076@acmecorp.com,54,3,screen_share,Engineering
TEAMS-010659,2020-06-26 15:38:00,U0138@acmecorp.com,46,3,video,Operations
TEAMS-010660,2020-06-26 14:29:00,U0147@acmecorp.com,11,7,audio,IT
TEAMS-010661,2020-06-26 09:42:00,U0178@acmecorp.com,35,7,audio,Legal
TEAMS-010662,2020-06-26 17:23:00,U0176@acmecorp.com,38,6,audio,Sales
TEAMS-010663,2020-06-26 13:24:00,U0042@acmecorp.com,47,3,video,Sales
TEAMS-010664,2020-06-26 14:58:00,U0020@acmecorp.com,38,8,video,Engineering
TEAMS-010665,2020-06-26 18:35:00,U0191@acmecorp.com,29,4,screen_share,Engineering
TEAMS-010666,2020-06-26 10:55:00,U0078@acmecorp.com,5,2,screen_share,Sales
TEAMS-010667,2020-06-26 13:38:00,U0163@acmecorp.com,33,7,video,Engineering
TEAMS-010668,2020-06-26 10:38:00,U0175@acmecorp.com,45,3,video,Operations
TEAMS-010669,2020-06-26 14:38:00,U0045@acmecorp.com,77,6,audio,Operations
TEAMS-010670,2020-06-26 18:07:00,U0064@acmecorp.com,16,7,screen_share,Operations
TEAMS-010671,2020-06-26 11:43:00,U0171@acmecorp.com,88,4,audio,Finance
TEAMS-010672,2020-06-26 12:25:00,U0158@acmecorp.com,47,3,video,Marketing
TEAMS-010673,2020-06-26 14:42:00,U0103@acmecorp.com,49,2,screen_share,Engineering
TEAMS-010674,2020-06-26 12:13:00,U0011@acmecorp.com,44,4,audio,IT
TEAMS-010675,2020-06-26 08:02:00,U0086@acmecorp.com,11,5,video,Engineering
TEAMS-010676,2020-06-26 10:46:00,U0032@acmecorp.com,55,2,video,Human Resources
TEAMS-010677,2020-06-26 13:29:00,U0081@acmecorp.com,44,5,video,Marketing
TEAMS-010678,2020-06-26 11:28:00,U0020@acmecorp.com,45,4,screen_share,Engineering
TEAMS-010679,2020-06-26 09:14:00,U0023@acmecorp.com,27,2,video,Engineering
TEAMS-010680,2020-06-26 12:41:00,U0098@acmecorp.com,16,3,video,Operations
TEAMS-010681,2020-06-26 14:09:00,U0078@acmecorp.com,36,2,screen_share,Sales
TEAMS-010682,2020-06-26 13:08:00,U0158@acmecorp.com,65,3,audio,Marketing
TEAMS-010683,2020-06-26 12:56:00,U0155@acmecorp.com,44,4,audio,Marketing
TEAMS-010684,2020-06-26 15:49:00,U0068@acmecorp.com,5,5,audio,Engineering
TEAMS-010685,2020-06-26 11:45:00,U0122@acmecorp.com,8,2,video,Sales
TEAMS-010686,2020-06-26 09:33:00,U0164@acmecorp.com,20,8,video,Operations
TEAMS-010687,2020-06-26 12:26:00,U0059@acmecorp.com,72,8,audio,Engineering
TEAMS-010688,2020-06-26 13:32:00,U0124@acmecorp.com,37,5,audio,Marketing
TEAMS-010689,2020-06-26 12:00:00,U0074@acmecorp.com,62,2,video,Marketing
TEAMS-010690,2020-06-26 12:50:00,U0007@acmecorp.com,73,4,video,Engineering
TEAMS-010691,2020-06-26 08:54:00,U0065@acmecorp.com,5,11,video,IT
TEAMS-010692,2020-06-26 13:37:00,U0110@acmecorp.com,21,4,screen_share,IT
TEAMS-010693,2020-06-26 13:40:00,U0088@acmecorp.com,75,2,video,IT
TEAMS-010694,2020-06-26 14:35:00,U0030@acmecorp.com,28,2,audio,Legal
TEAMS-010695,2020-06-26 10:53:00,U0120@acmecorp.com,5,3,audio,Engineering
TEAMS-010696,2020-06-26 14:43:00,U0190@acmecorp.com,36,5,video,Operations
TEAMS-010697,2020-06-26 13:51:00,U0087@acmecorp.com,76,14,audio,Engineering
TEAMS-010698,2020-06-26 15:19:00,U0199@acmecorp.com,22,2,screen_share,Engineering
TEAMS-010699,2020-06-26 09:03:00,U0015@acmecorp.com,22,4,audio,Operations
TEAMS-010700,2020-06-26 10:52:00,U0041@acmecorp.com,30,5,video,Operations
TEAMS-010701,2020-06-26 13:17:00,U0096@acmecorp.com,25,7,video,Sales
TEAMS-010702,2020-06-26 09:51:00,U0124@acmecorp.com,40,4,video,Marketing
TEAMS-010703,2020-06-26 12:14:00,U0065@acmecorp.com,34,2,video,IT
TEAMS-010704,2020-06-26 10:17:00,U0192@acmecorp.com,32,2,screen_share,Legal
TEAMS-010705,2020-06-26 17:06:00,U0051@acmecorp.com,25,8,screen_share,Finance
TEAMS-010706,2020-06-26 16:17:00,U0186@acmecorp.com,68,8,audio,Finance
TEAMS-010707,2020-06-29 08:27:00,U0189@acmecorp.com,52,4,audio,IT
TEAMS-010708,2020-06-29 18:17:00,U0076@acmecorp.com,64,8,audio,Engineering
TEAMS-010709,2020-06-29 16:27:00,U0068@acmecorp.com,62,2,video,Engineering
TEAMS-010710,2020-06-29 13:07:00,U0158@acmecorp.com,53,2,video,Marketing
TEAMS-010711,2020-06-29 15:18:00,U0068@acmecorp.com,31,3,video,Engineering
TEAMS-010712,2020-06-29 12:43:00,U0191@acmecorp.com,13,13,video,Engineering
TEAMS-010713,2020-06-29 12:35:00,U0179@acmecorp.com,76,3,video,IT
TEAMS-010714,2020-06-29 14:15:00,U0199@acmecorp.com,16,4,video,Engineering
TEAMS-010715,2020-06-29 11:00:00,U0015@acmecorp.com,36,2,audio,Operations
TEAMS-010716,2020-06-29 18:14:00,U0074@acmecorp.com,49,3,audio,Marketing
TEAMS-010717,2020-06-29 10:38:00,U0064@acmecorp.com,50,12,audio,Operations
TEAMS-010718,2020-06-29 12:56:00,U0044@acmecorp.com,52,8,audio,IT
TEAMS-010719,2020-06-29 12:23:00,U0039@acmecorp.com,48,6,audio,Engineering
TEAMS-010720,2020-06-29 15:38:00,U0082@acmecorp.com,22,2,video,Human Resources
TEAMS-010721,2020-06-29 16:09:00,U0026@acmecorp.com,32,2,screen_share,Operations
TEAMS-010722,2020-06-29 11:19:00,U0164@acmecorp.com,5,2,video,Operations
TEAMS-010723,2020-06-29 17:18:00,U0045@acmecorp.com,26,3,audio,Operations
TEAMS-010724,2020-06-29 14:13:00,U0079@acmecorp.com,33,3,screen_share,Sales
TEAMS-010725,2020-06-29 10:27:00,U0003@acmecorp.com,34,7,audio,Finance
TEAMS-010726,2020-06-29 13:20:00,U0080@acmecorp.com,29,3,screen_share,Legal
TEAMS-010727,2020-06-29 14:53:00,U0189@acmecorp.com,6,5,video,IT
TEAMS-010728,2020-06-29 12:41:00,U0103@acmecorp.com,5,7,video,Engineering
TEAMS-010729,2020-06-29 15:58:00,U0107@acmecorp.com,52,2,video,IT
TEAMS-010730,2020-06-29 11:01:00,U0026@acmecorp.com,66,5,video,Operations
TEAMS-010731,2020-06-29 08:03:00,U0092@acmecorp.com,43,2,video,Marketing
TEAMS-010732,2020-06-29 10:28:00,U0100@acmecorp.com,42,8,video,Sales
TEAMS-010733,2020-06-29 14:21:00,U0181@acmecorp.com,17,2,audio,Sales
TEAMS-010734,2020-06-29 08:59:00,U0082@acmecorp.com,47,3,audio,Human Resources
TEAMS-010735,2020-06-29 17:06:00,U0031@acmecorp.com,14,4,audio,Engineering
TEAMS-010736,2020-06-29 13:58:00,U0181@acmecorp.com,63,2,audio,Sales
TEAMS-010737,2020-06-29 14:49:00,U0092@acmecorp.com,45,2,video,Marketing
TEAMS-010738,2020-06-29 11:45:00,U0042@acmecorp.com,43,2,video,Sales
TEAMS-010739,2020-06-29 08:54:00,U0001@acmecorp.com,56,4,video,Sales
TEAMS-010740,2020-06-29 14:37:00,U0150@acmecorp.com,34,8,audio,Engineering
TEAMS-010741,2020-06-29 15:22:00,U0094@acmecorp.com,24,4,video,Finance
TEAMS-010742,2020-06-29 10:34:00,U0138@acmecorp.com,61,4,video,Operations
TEAMS-010743,2020-06-29 13:09:00,U0197@acmecorp.com,42,4,video,Legal
TEAMS-010744,2020-06-29 11:24:00,U0188@acmecorp.com,8,5,video,Engineering
TEAMS-010745,2020-06-29 10:47:00,U0050@acmecorp.com,31,4,video,Finance
TEAMS-010746,2020-06-29 10:40:00,U0060@acmecorp.com,27,2,audio,Marketing
TEAMS-010747,2020-06-29 14:24:00,U0065@acmecorp.com,19,9,video,IT
TEAMS-010748,2020-06-29 09:45:00,U0192@acmecorp.com,44,3,screen_share,Legal
TEAMS-010749,2020-06-29 10:33:00,U0051@acmecorp.com,36,10,screen_share,Finance
TEAMS-010750,2020-06-29 14:55:00,U0067@acmecorp.com,13,2,video,Human Resources
TEAMS-010751,2020-06-29 14:56:00,U0026@acmecorp.com,17,3,audio,Operations
TEAMS-010752,2020-06-29 13:12:00,U0032@acmecorp.com,18,4,audio,Human Resources
TEAMS-010753,2020-06-29 16:49:00,U0157@acmecorp.com,14,3,video,Engineering
TEAMS-010754,2020-06-29 11:22:00,U0051@acmecorp.com,5,2,video,Finance
TEAMS-010755,2020-06-29 11:00:00,U0198@acmecorp.com,36,2,audio,Engineering
TEAMS-010756,2020-06-29 09:23:00,U0178@acmecorp.com,46,2,video,Legal
TEAMS-010757,2020-06-29 08:26:00,U0080@acmecorp.com,8,3,screen_share,Legal
TEAMS-010758,2020-06-29 12:31:00,U0048@acmecorp.com,27,3,video,Finance
TEAMS-010759,2020-06-29 12:39:00,U0189@acmecorp.com,39,3,screen_share,IT
TEAMS-010760,2020-06-29 13:39:00,U0053@acmecorp.com,32,3,audio,Finance
TEAMS-010761,2020-06-29 08:04:00,U0045@acmecorp.com,23,2,screen_share,Operations
TEAMS-010762,2020-06-29 13:40:00,U0172@acmecorp.com,22,7,video,Sales
TEAMS-010763,2020-06-29 11:52:00,U0082@acmecorp.com,30,4,video,Human Resources
TEAMS-010764,2020-06-29 08:48:00,U0118@acmecorp.com,20,2,video,IT
TEAMS-010765,2020-06-29 12:19:00,U0111@acmecorp.com,21,9,video,Operations
TEAMS-010766,2020-06-29 14:28:00,U0157@acmecorp.com,24,3,audio,Engineering
TEAMS-010767,2020-06-29 17:32:00,U0157@acmecorp.com,32,6,audio,Engineering
TEAMS-010768,2020-06-30 12:43:00,U0080@acmecorp.com,33,4,audio,Legal
TEAMS-010769,2020-06-30 12:08:00,U0133@acmecorp.com,50,3,screen_share,Marketing
TEAMS-010770,2020-06-30 18:43:00,U0011@acmecorp.com,46,2,video,IT
TEAMS-010771,2020-06-30 11:25:00,U0110@acmecorp.com,36,5,video,IT
TEAMS-010772,2020-06-30 12:37:00,U0062@acmecorp.com,41,4,video,Engineering
TEAMS-010773,2020-06-30 15:24:00,U0032@acmecorp.com,20,2,video,Human Resources
TEAMS-010774,2020-06-30 12:01:00,U0120@acmecorp.com,81,3,screen_share,Engineering
TEAMS-010775,2020-06-30 08:22:00,U0020@acmecorp.com,28,3,screen_share,Engineering
TEAMS-010776,2020-06-30 15:46:00,U0145@acmecorp.com,76,2,screen_share,Marketing
TEAMS-010777,2020-06-30 13:18:00,U0176@acmecorp.com,26,5,audio,Sales
TEAMS-010778,2020-06-30 12:45:00,U0088@acmecorp.com,17,6,audio,IT
TEAMS-010779,2020-06-30 11:59:00,U0079@acmecorp.com,57,13,video,Sales
TEAMS-010780,2020-06-30 16:40:00,U0176@acmecorp.com,48,3,video,Sales
TEAMS-010781,2020-06-30 11:00:00,U0191@acmecorp.com,52,4,audio,Engineering
TEAMS-010782,2020-06-30 11:42:00,U0188@acmecorp.com,28,7,video,Engineering
TEAMS-010783,2020-06-30 13:15:00,U0167@acmecorp.com,18,2,audio,Engineering
TEAMS-010784,2020-06-30 12:20:00,U0119@acmecorp.com,68,2,audio,Human Resources
TEAMS-010785,2020-06-30 11:55:00,U0024@acmecorp.com,31,3,video,Human Resources
TEAMS-010786,2020-06-30 10:35:00,U0195@acmecorp.com,37,2,video,Sales
TEAMS-010787,2020-06-30 11:55:00,U0065@acmecorp.com,29,4,video,IT
TEAMS-010788,2020-06-30 13:23:00,U0178@acmecorp.com,17,13,video,Legal
TEAMS-010789,2020-06-30 10:32:00,U0099@acmecorp.com,45,3,audio,Finance
TEAMS-010790,2020-06-30 11:41:00,U0060@acmecorp.com,25,3,video,Marketing
TEAMS-010791,2020-06-30 10:51:00,U0060@acmecorp.com,43,2,audio,Marketing
TEAMS-010792,2020-06-30 13:58:00,U0188@acmecorp.com,34,4,audio,Engineering
TEAMS-010793,2020-06-30 09:54:00,U0080@acmecorp.com,43,2,video,Legal
TEAMS-010794,2020-06-30 14:39:00,U0163@acmecorp.com,29,2,video,Engineering
TEAMS-010795,2020-06-30 09:03:00,U0192@acmecorp.com,29,5,audio,Legal
TEAMS-010796,2020-06-30 13:31:00,U0023@acmecorp.com,43,4,audio,Engineering
TEAMS-010797,2020-06-30 10:34:00,U0059@acmecorp.com,44,2,video,Engineering
TEAMS-010798,2020-06-30 10:38:00,U0111@acmecorp.com,10,4,video,Operations
TEAMS-010799,2020-06-30 16:19:00,U0039@acmecorp.com,11,3,video,Engineering
TEAMS-010800,2020-06-30 16:35:00,U0122@acmecorp.com,21,3,video,Sales
TEAMS-010801,2020-06-30 13:09:00,U0032@acmecorp.com,33,5,screen_share,Human Resources
TEAMS-010802,2020-06-30 11:22:00,U0049@acmecorp.com,96,2,video,Sales
TEAMS-010803,2020-06-30 15:55:00,U0023@acmecorp.com,27,2,audio,Engineering
TEAMS-010804,2020-06-30 10:18:00,U0094@acmecorp.com,26,3,video,Finance
TEAMS-010805,2020-06-30 14:10:00,U0186@acmecorp.com,57,5,video,Finance
TEAMS-010806,2020-06-30 13:29:00,U0192@acmecorp.com,22,4,video,Legal
TEAMS-010807,2020-06-30 12:52:00,U0137@acmecorp.com,19,4,audio,Engineering
TEAMS-010808,2020-06-30 14:18:00,U0122@acmecorp.com,41,4,audio,Sales
TEAMS-010809,2020-06-30 16:57:00,U0117@acmecorp.com,39,2,video,IT
TEAMS-010810,2020-06-30 10:05:00,U0034@acmecorp.com,24,2,video,Engineering
TEAMS-010811,2020-06-30 11:42:00,U0017@acmecorp.com,6,2,video,Engineering
TEAMS-010812,2020-06-30 12:04:00,U0119@acmecorp.com,43,2,video,Human Resources
TEAMS-010813,2020-06-30 17:19:00,U0192@acmecorp.com,7,3,video,Legal
TEAMS-010814,2020-06-30 13:51:00,U0043@acmecorp.com,35,8,audio,Engineering
TEAMS-010815,2020-06-30 11:17:00,U0117@acmecorp.com,44,2,screen_share,IT
TEAMS-010816,2020-06-30 13:50:00,U0098@acmecorp.com,32,4,audio,Operations
TEAMS-010817,2020-06-30 10:56:00,U0181@acmecorp.com,5,7,screen_share,Sales
TEAMS-010818,2020-06-30 11:37:00,U0067@acmecorp.com,5,2,video,Human Resources
TEAMS-010819,2020-06-30 13:51:00,U0013@acmecorp.com,27,3,video,Human Resources
TEAMS-010820,2020-06-30 16:43:00,U0047@acmecorp.com,40,4,video,Human Resources
TEAMS-010821,2020-06-30 11:43:00,U0065@acmecorp.com,36,6,audio,IT
TEAMS-010822,2020-06-30 16:03:00,U0032@acmecorp.com,36,2,video,Human Resources
TEAMS-010823,2020-06-30 13:56:00,U0044@acmecorp.com,24,3,audio,IT
TEAMS-010824,2020-06-30 12:30:00,U0155@acmecorp.com,46,4,video,Marketing
TEAMS-010825,2020-06-30 15:17:00,U0072@acmecorp.com,55,2,video,Operations
TEAMS-010826,2020-06-30 16:17:00,U0161@acmecorp.com,20,2,screen_share,Marketing
TEAMS-010827,2020-07-01 15:35:00,U0198@acmecorp.com,75,3,video,Engineering
TEAMS-010828,2020-07-01 11:56:00,U0103@acmecorp.com,34,2,video,Engineering
TEAMS-010829,2020-07-01 10:57:00,U0062@acmecorp.com,44,2,screen_share,Engineering
TEAMS-010830,2020-07-01 10:50:00,U0045@acmecorp.com,45,3,audio,Operations
TEAMS-010831,2020-07-01 11:58:00,U0024@acmecorp.com,39,7,audio,Human Resources
TEAMS-010832,2020-07-01 10:37:00,U0072@acmecorp.com,35,3,video,Operations
TEAMS-010833,2020-07-01 13:42:00,U0016@acmecorp.com,48,3,audio,Operations
TEAMS-010834,2020-07-01 08:04:00,U0195@acmecorp.com,12,3,audio,Sales
TEAMS-010835,2020-07-01 16:51:00,U0127@acmecorp.com,5,7,audio,Marketing
TEAMS-010836,2020-07-01 12:58:00,U0145@acmecorp.com,69,4,audio,Marketing
TEAMS-010837,2020-07-01 11:48:00,U0044@acmecorp.com,15,4,audio,IT
TEAMS-010838,2020-07-01 18:22:00,U0163@acmecorp.com,45,2,video,Engineering
TEAMS-010839,2020-07-01 10:24:00,U0124@acmecorp.com,23,4,video,Marketing
TEAMS-010840,2020-07-01 12:21:00,U0036@acmecorp.com,12,5,audio,Sales
TEAMS-010841,2020-07-01 12:14:00,U0092@acmecorp.com,5,14,video,Marketing
TEAMS-010842,2020-07-01 15:58:00,U0190@acmecorp.com,29,6,video,Operations
TEAMS-010843,2020-07-01 15:27:00,U0031@acmecorp.com,47,3,screen_share,Engineering
TEAMS-010844,2020-07-01 11:57:00,U0079@acmecorp.com,46,4,audio,Sales
TEAMS-010845,2020-07-01 11:54:00,U0199@acmecorp.com,19,3,audio,Engineering
TEAMS-010846,2020-07-01 12:18:00,U0032@acmecorp.com,36,12,video,Human Resources
TEAMS-010847,2020-07-01 10:39:00,U0155@acmecorp.com,28,8,audio,Marketing
TEAMS-010848,2020-07-01 09:43:00,U0190@acmecorp.com,14,13,video,Operations
TEAMS-010849,2020-07-01 10:01:00,U0197@acmecorp.com,26,8,screen_share,Legal
TEAMS-010850,2020-07-01 13:15:00,U0047@acmecorp.com,56,3,audio,Human Resources
TEAMS-010851,2020-07-01 17:20:00,U0124@acmecorp.com,17,7,video,Marketing
TEAMS-010852,2020-07-01 08:02:00,U0074@acmecorp.com,54,2,audio,Marketing
TEAMS-010853,2020-07-01 14:10:00,U0059@acmecorp.com,28,4,audio,Engineering
TEAMS-010854,2020-07-01 16:32:00,U0017@acmecorp.com,64,2,video,Engineering
TEAMS-010855,2020-07-01 18:10:00,U0099@acmecorp.com,20,3,audio,Finance
TEAMS-010856,2020-07-01 14:43:00,U0049@acmecorp.com,22,3,screen_share,Sales
TEAMS-010857,2020-07-01 16:54:00,U0127@acmecorp.com,28,4,audio,Marketing
TEAMS-010858,2020-07-01 14:54:00,U0192@acmecorp.com,23,3,video,Legal
TEAMS-010859,2020-07-01 10:20:00,U0031@acmecorp.com,34,2,screen_share,Engineering
TEAMS-010860,2020-07-01 15:35:00,U0088@acmecorp.com,37,8,screen_share,IT
TEAMS-010861,2020-07-01 10:20:00,U0178@acmecorp.com,6,2,video,Legal
TEAMS-010862,2020-07-01 15:20:00,U0172@acmecorp.com,25,2,video,Sales
TEAMS-010863,2020-07-01 18:23:00,U0153@acmecorp.com,24,2,screen_share,Engineering
TEAMS-010864,2020-07-01 10:46:00,U0164@acmecorp.com,63,5,video,Operations
TEAMS-010865,2020-07-01 13:02:00,U0067@acmecorp.com,34,9,video,Human Resources
TEAMS-010866,2020-07-01 12:51:00,U0172@acmecorp.com,5,5,audio,Sales
TEAMS-010867,2020-07-01 10:02:00,U0195@acmecorp.com,47,4,audio,Sales
TEAMS-010868,2020-07-01 08:13:00,U0062@acmecorp.com,48,5,audio,Engineering
TEAMS-010869,2020-07-01 17:18:00,U0165@acmecorp.com,49,9,video,Marketing
TEAMS-010870,2020-07-01 11:39:00,U0034@acmecorp.com,17,3,screen_share,Engineering
TEAMS-010871,2020-07-01 13:14:00,U0164@acmecorp.com,31,2,video,Operations
TEAMS-010872,2020-07-01 14:39:00,U0127@acmecorp.com,22,4,video,Marketing
TEAMS-010873,2020-07-01 12:58:00,U0119@acmecorp.com,58,4,video,Human Resources
TEAMS-010874,2020-07-02 15:04:00,U0136@acmecorp.com,17,6,video,Operations
TEAMS-010875,2020-07-02 16:57:00,U0176@acmecorp.com,47,2,audio,Sales
TEAMS-010876,2020-07-02 08:13:00,U0117@acmecorp.com,23,2,screen_share,IT
TEAMS-010877,2020-07-02 14:35:00,U0041@acmecorp.com,53,2,audio,Operations
TEAMS-010878,2020-07-02 17:19:00,U0189@acmecorp.com,12,3,video,IT
TEAMS-010879,2020-07-02 13:25:00,U0118@acmecorp.com,65,6,audio,IT
TEAMS-010880,2020-07-02 15:57:00,U0124@acmecorp.com,42,2,video,Marketing
TEAMS-010881,2020-07-02 15:31:00,U0184@acmecorp.com,12,6,screen_share,Engineering
TEAMS-010882,2020-07-02 11:28:00,U0179@acmecorp.com,15,2,video,IT
TEAMS-010883,2020-07-02 14:28:00,U0171@acmecorp.com,46,4,video,Finance
TEAMS-010884,2020-07-02 11:24:00,U0176@acmecorp.com,28,2,audio,Sales
TEAMS-010885,2020-07-02 16:06:00,U0158@acmecorp.com,43,13,video,Marketing
TEAMS-010886,2020-07-02 11:24:00,U0147@acmecorp.com,6,4,audio,IT
TEAMS-010887,2020-07-02 13:03:00,U0167@acmecorp.com,30,3,video,Engineering
TEAMS-010888,2020-07-02 18:48:00,U0036@acmecorp.com,63,4,video,Sales
TEAMS-010889,2020-07-02 12:12:00,U0068@acmecorp.com,73,2,screen_share,Engineering
TEAMS-010890,2020-07-02 15:00:00,U0002@acmecorp.com,59,5,video,Legal
TEAMS-010891,2020-07-02 12:16:00,U0134@acmecorp.com,50,5,video,Human Resources
TEAMS-010892,2020-07-02 10:18:00,U0185@acmecorp.com,31,4,audio,Engineering
TEAMS-010893,2020-07-02 12:56:00,U0079@acmecorp.com,61,2,audio,Sales
TEAMS-010894,2020-07-02 15:39:00,U0167@acmecorp.com,34,2,video,Engineering
TEAMS-010895,2020-07-02 11:03:00,U0171@acmecorp.com,31,2,video,Finance
TEAMS-010896,2020-07-02 16:34:00,U0072@acmecorp.com,31,2,video,Operations
TEAMS-010897,2020-07-02 14:53:00,U0025@acmecorp.com,19,6,audio,Legal
TEAMS-010898,2020-07-02 12:33:00,U0013@acmecorp.com,5,11,audio,Human Resources
TEAMS-010899,2020-07-02 12:27:00,U0088@acmecorp.com,22,2,screen_share,IT
TEAMS-010900,2020-07-02 15:22:00,U0134@acmecorp.com,21,6,video,Human Resources
TEAMS-010901,2020-07-02 10:24:00,U0100@acmecorp.com,27,3,video,Sales
TEAMS-010902,2020-07-02 17:25:00,U0110@acmecorp.com,43,3,video,IT
TEAMS-010903,2020-07-02 08:56:00,U0107@acmecorp.com,5,2,video,IT
TEAMS-010904,2020-07-02 12:30:00,U0197@acmecorp.com,19,5,video,Legal
TEAMS-010905,2020-07-02 12:15:00,U0120@acmecorp.com,26,7,audio,Engineering
TEAMS-010906,2020-07-02 15:28:00,U0190@acmecorp.com,41,5,audio,Operations
TEAMS-010907,2020-07-02 16:33:00,U0045@acmecorp.com,29,7,screen_share,Operations
TEAMS-010908,2020-07-02 10:35:00,U0153@acmecorp.com,49,3,video,Engineering
TEAMS-010909,2020-07-02 13:12:00,U0103@acmecorp.com,27,4,video,Engineering
TEAMS-010910,2020-07-02 08:01:00,U0181@acmecorp.com,51,3,video,Sales
TEAMS-010911,2020-07-02 14:54:00,U0186@acmecorp.com,30,2,audio,Finance
TEAMS-010912,2020-07-02 13:05:00,U0155@acmecorp.com,69,3,video,Marketing
TEAMS-010913,2020-07-02 12:43:00,U0158@acmecorp.com,30,2,video,Marketing
TEAMS-010914,2020-07-02 15:43:00,U0088@acmecorp.com,30,4,audio,IT
TEAMS-010915,2020-07-02 11:53:00,U0178@acmecorp.com,58,4,screen_share,Legal
TEAMS-010916,2020-07-02 11:25:00,U0158@acmecorp.com,35,2,audio,Marketing
TEAMS-010917,2020-07-02 14:34:00,U0016@acmecorp.com,75,3,audio,Operations
TEAMS-010918,2020-07-02 12:52:00,U0181@acmecorp.com,49,2,video,Sales
TEAMS-010919,2020-07-02 17:28:00,U0031@acmecorp.com,38,6,audio,Engineering
TEAMS-010920,2020-07-03 14:32:00,U0184@acmecorp.com,5,2,video,Engineering
TEAMS-010921,2020-07-03 14:34:00,U0124@acmecorp.com,49,2,audio,Marketing
TEAMS-010922,2020-07-03 16:56:00,U0186@acmecorp.com,7,12,audio,Finance
TEAMS-010923,2020-07-03 16:16:00,U0078@acmecorp.com,18,2,video,Sales
TEAMS-010924,2020-07-03 13:31:00,U0157@acmecorp.com,20,11,audio,Engineering
TEAMS-010925,2020-07-03 14:46:00,U0051@acmecorp.com,37,3,video,Finance
TEAMS-010926,2020-07-03 16:19:00,U0065@acmecorp.com,26,4,video,IT
TEAMS-010927,2020-07-03 12:33:00,U0047@acmecorp.com,25,3,video,Human Resources
TEAMS-010928,2020-07-03 13:23:00,U0145@acmecorp.com,5,2,video,Marketing
TEAMS-010929,2020-07-03 15:11:00,U0171@acmecorp.com,23,4,video,Finance
TEAMS-010930,2020-07-03 10:37:00,U0163@acmecorp.com,14,3,video,Engineering
TEAMS-010931,2020-07-03 16:16:00,U0068@acmecorp.com,80,2,video,Engineering
TEAMS-010932,2020-07-03 10:41:00,U0163@acmecorp.com,15,4,video,Engineering
TEAMS-010933,2020-07-03 11:12:00,U0045@acmecorp.com,30,2,video,Operations
TEAMS-010934,2020-07-03 17:23:00,U0066@acmecorp.com,43,3,audio,Sales
TEAMS-010935,2020-07-03 14:31:00,U0192@acmecorp.com,49,3,screen_share,Legal
TEAMS-010936,2020-07-03 13:42:00,U0031@acmecorp.com,28,2,video,Engineering
TEAMS-010937,2020-07-03 11:24:00,U0001@acmecorp.com,47,2,screen_share,Sales
TEAMS-010938,2020-07-03 15:26:00,U0048@acmecorp.com,19,2,screen_share,Finance
TEAMS-010939,2020-07-03 10:03:00,U0015@acmecorp.com,5,4,audio,Operations
TEAMS-010940,2020-07-03 17:58:00,U0051@acmecorp.com,41,10,audio,Finance
TEAMS-010941,2020-07-03 10:20:00,U0111@acmecorp.com,11,2,audio,Operations
TEAMS-010942,2020-07-03 12:43:00,U0030@acmecorp.com,55,4,audio,Legal
TEAMS-010943,2020-07-03 13:46:00,U0145@acmecorp.com,48,3,video,Marketing
TEAMS-010944,2020-07-03 14:53:00,U0176@acmecorp.com,21,5,video,Sales
TEAMS-010945,2020-07-03 13:58:00,U0155@acmecorp.com,5,2,audio,Marketing
TEAMS-010946,2020-07-03 13:40:00,U0100@acmecorp.com,50,7,video,Sales
TEAMS-010947,2020-07-03 10:46:00,U0119@acmecorp.com,37,2,video,Human Resources
TEAMS-010948,2020-07-03 11:14:00,U0119@acmecorp.com,68,8,video,Human Resources
TEAMS-010949,2020-07-03 12:35:00,U0199@acmecorp.com,17,5,screen_share,Engineering
TEAMS-010950,2020-07-03 11:47:00,U0041@acmecorp.com,61,3,audio,Operations
TEAMS-010951,2020-07-03 16:37:00,U0087@acmecorp.com,37,4,audio,Engineering
TEAMS-010952,2020-07-03 09:27:00,U0044@acmecorp.com,22,3,audio,IT
TEAMS-010953,2020-07-03 10:10:00,U0044@acmecorp.com,59,4,screen_share,IT
TEAMS-010954,2020-07-03 09:02:00,U0184@acmecorp.com,43,4,audio,Engineering
